index,title,url,upload_date,duration,views,status,description
116,ElevenLabs Voice AI Session & NCRB/NPMFireside Chat,https://www.youtube.com/watch?v=hn1NIfh6xgc,2026-02-20,52:30,322,📼 RECORDED,ElevenLabs Voice AI Session & NCRB/NPMFireside Chat
117,The Agent Universe: From Automation to Autonomy,https://www.youtube.com/watch?v=tcdLqe0EMhY,2026-02-20,1:00:15,209,📼 RECORDED,
118,Building Public Interest AI: Catalytic Funding for Equitable Compute Access,https://www.youtube.com/watch?v=hO_RuZusv-U,2026-02-20,51:45,178,📼 RECORDED,This session will explore how equitable access to compute can unlock inclusive innovation for the public interest. It will examine practical models fo
119,Building Climate-Resilient Systems with AI,https://www.youtube.com/watch?v=-RfC2i7v8lc,2026-02-20,53:15,261,📼 RECORDED,This session will explore how artificial intelligence can strengthen climate resilience and improve resource efficiency in India. It will examine syst
120,"""From Data to Deployment: Regulatory Pathways for AI Medical Devices""",https://www.youtube.com/watch?v=iOXXqzBF830,2026-02-20,50:35,376,📼 RECORDED,"This session will examine how safe and trusted artificial intelligence can be integrated into healthcare through clear regulatory pathways, scientific"
121,"MahaAI: Building Safe, Secure & Smart Governance",https://www.youtube.com/watch?v=w1V6QvQS6gE,2026-02-20,49:30,692,📼 RECORDED,"This session will showcase Maharashtra's approach to building safe, secure and citizen-centric AI governance. It will examine how the State is embeddi"
122,AI Safety at the Global Level: Insights from Digital Ministers & Officials,https://www.youtube.com/watch?v=EEQdcNvnXnw,2026-02-20,45:00,400,📼 RECORDED,"This session will bring together senior government, international, industry, and civil society representatives to examine the findings of a major repo"
123,"German–Asian AI Partnerships: Driving Talent, Innovation & the Future of Work",https://www.youtube.com/watch?v=OyAYBa3kxuE,2026-02-20,54:30,244,📼 RECORDED,"This session will explore human capital as a foundation for inclusive and responsible AI, using an immersive storytelling format. It will examine how "
124,Scaling Trusted AI: How France and India Are Building Industrial & Innovation Bridges,https://www.youtube.com/watch?v=48AFNBB9_tU,2026-02-20,1:50:10,377,📼 RECORDED,"This session will explore how India and France can accelerate large-scale deployment of trusted, industrial AI through strategic collaboration. It wil"
125,How Multilingual AI Bridges the Gap to Inclusive Access,https://www.youtube.com/watch?v=Mmc_Uu_MAjk,2026-02-20,53:25,275,📼 RECORDED,"This session explores how multilingual AI can expand access to knowledge, services, and innovation across diverse linguistic communities. The discussi"
126,Building Sovereign and Responsible AI Beyond Proof of Concepts,https://www.youtube.com/watch?v=9WteaphGxng,2026-02-20,57:35,410,📼 RECORDED,"A fast paced, practical session for government and industry leaders who need AI that works in production—not just in pilots. Join us to explore the fo"
127,Partnering on American AI Exports | Powering the Future | India AI Impact Summit 2026,https://www.youtube.com/watch?v=Fn72qrQE15o,2026-02-20,1:39:30,224,📼 RECORDED,"""This partnership marks an important step in advancing American AI exports and strengthening global technology collaboration. Together, we aim to acce"
128,How nonprofits are using AI-based innovations to scale their impact,https://www.youtube.com/watch?v=GP4PQ6t_gmE,2026-02-20,52:45,560,📼 RECORDED,This session will distill practical lessons from a six month AI cohort that supported Indian nonprofits in designing and piloting real-world AI use ca
129,AI and Data Driving India’s Energy Transformation for Climate Solutions,https://www.youtube.com/watch?v=V_9DQhigAoc,2026-02-20,54:55,550,📼 RECORDED,India’s climate and energy transition will depend on how effectively data and artificial intelligence are deployed at scale. This session will explore
130,How AI Is Transforming India’s Workforce for Global Competitiveness,https://www.youtube.com/watch?v=9tYyUiO6xF8,2026-02-20,1:04:00,472,📼 RECORDED,"This leadership session will examine how the AI skills landscape is evolving in India and globally, and what it will take to build a future ready work"
131,From Technical Safety to Societal Impact: Rethinking AI Governance,https://www.youtube.com/watch?v=y2fpcrkesGw,2026-02-20,1:02:50,147,📼 RECORDED,
132,Democratizing AI: Building Trustworthy Systems for Everyone,https://www.youtube.com/watch?v=oEHclkecnlE,2026-02-20,54:45,174,📼 RECORDED,
133,Building India’s Digital and Industrial Future with AI,https://www.youtube.com/watch?v=EWas9NrVBkA,2026-02-20,53:25,751,📼 RECORDED,This session will explore how artificial intelligence can strengthen India’s digital public infrastructure and accelerate its industrial transformatio
134,Designing the AI Factory: Scaling Compute to Sovereign AI,https://www.youtube.com/watch?v=u6tx1rlETQE,2026-02-20,28:45,269,📼 RECORDED,Designing the AI Factory: Scaling Compute to Sovereign AI
135,"AI That Empowers: Safety, Growth, and Social Inclusion in Action",https://www.youtube.com/watch?v=kvAYZsmkf1Y,2026-02-20,54:20,249,📼 RECORDED,"This session will showcase responsible artificial intelligence practices and scalable business models from industry, research, and policy perspectives"
136,From Policy to Practice: Building National AI Capabilities,https://www.youtube.com/watch?v=KJc3zpdCaFw,2026-02-20,41:13,451,📼 RECORDED,This session will launch a new playbook on national artificial intelligence strategy and implementation and convene a global policy dialogue on buildi
137,"Responsible AI for Children: Safe, Playful, and Empowering Learning",https://www.youtube.com/watch?v=3Q0UBUXDr34,2026-02-20,50:45,597,📼 RECORDED,"This interactive session will explore how artificial intelligence can support childhood learning when designed with responsibility, safety, and play a"
138,AI for Social Good: Using Technology to Create Real-World Impact,https://www.youtube.com/watch?v=Jr115_VmVFI,2026-02-20,46:04,577,📼 RECORDED,"AI can deliver population-scale impact across healthcare, education, agriculture, and energy only when coordination is built into the system through O"
139,Multistakeholder Partnerships for Thriving AI Ecosystems,https://www.youtube.com/watch?v=YORTcUe9s1s,2026-02-20,54:40,412,📼 RECORDED,This session will focus on how countries can build AI ecosystems that deliver measurable development outcomes. It will examine partnership models that
140,"Agentic AI in Focus: Opportunities, Risks, and Governance",https://www.youtube.com/watch?v=0XPe93YjDwE,2026-02-20,54:55,1002,📼 RECORDED,
141,Why Science Matters in Global AI Governance,https://www.youtube.com/watch?v=xPYSLh7W6zY,2026-02-20,51:35,514,📼 RECORDED,"""Scientific knowledge is an essential foundation for effective governance of Artificial
Intelligence. As AI systems evolve, there is a growing need fo"
142,Global Enterprises Show How to Scale Responsible AI,https://www.youtube.com/watch?v=y5viFnxcwLc,2026-02-20,54:00,339,📼 RECORDED,This session will explore how global enterprises are translating responsible artificial intelligence principles into practice at scale. It will examin
143,National Disaster Management Authority,https://www.youtube.com/watch?v=ClKZIOtH1es,2026-02-20,49:35,416,📼 RECORDED,
144,HETEROGENEOUS COMPUTE FOR DEMOCRATIZING ACCESS TO AI,https://www.youtube.com/watch?v=A5-023Szooc,2026-02-20,22:05,484,📼 RECORDED,HETEROGENEOUS COMPUTE FOR DEMOCRATIZING ACCESS TO AI
145,Need and Impact of Full Stack Sovereign AI by CoRover BharatGPT,https://www.youtube.com/watch?v=y9_LzuOCB-c,2026-02-20,23:45,187,📼 RECORDED,Need and Impact of Full Stack Sovereign AI by CoRover BharatGPT
146,Smart Regulation: Rightsizing Governance for the AI Revolution,https://www.youtube.com/watch?v=uEm5o4pssKw,2026-02-20,50:20,240,📼 RECORDED,"Avoiding over-regulation while ensuring safety. Experts discuss the ""Goldilocks"" zone of AI governance."
147,Digital Democracy: Leveraging the Bhashini Stack in the Parliament of India,https://www.youtube.com/watch?v=ChQ7BIrXXNk,2026-02-20,57:50,364,📼 RECORDED,A historic journey of inclusion. Discover how the Bhashini Stack—India’s sovereign language AI—is being integrated into the Parliament of India. From 
148,India’s Roadmap to an AGI-Enabled Future,https://www.youtube.com/watch?v=YW5xtZ4k6mk,2026-02-20,1:39:15,413,📼 RECORDED,"""This session brings together perspectives on what it takes to 
create an ecosystem capable of supporting frontier-scale AI research in 
India. Speake"
149,AI 2.0: The Future of Learning in India,https://www.youtube.com/watch?v=i2NRB27O4ac,2026-02-20,1:13:25,1332,📼 RECORDED,
150,Keynote Addresses at India AI Impact Summit 2026,https://www.youtube.com/watch?v=cmeh2t_TeuA,2026-02-20,39:10,6034,📼 RECORDED,"In this landmark keynote addresses at the India AI Impact Summit 2026, Tech leaders shares his vision for the future of artificial intelligence and it"
151,"Driving India’s AI Future: Growth, Innovation, and Impact",https://www.youtube.com/watch?v=bB7IiWm346I,2026-02-20,1:01:25,496,📼 RECORDED,This session will present a coordinated vision for accelerating India’s AI journey through strong public–private alignment. It will focus on scaling t
152,Building the AI-Ready Future: From Infrastructure to Skills,https://www.youtube.com/watch?v=kFiPHMpVTC8,2026-02-20,56:20,501,📼 RECORDED,
153,"Designing India’s Digital Future: AI at the Core, 6G at the Edge",https://www.youtube.com/watch?v=BDe7VaLCYhE,2026-02-20,1:00:15,746,📼 RECORDED,This session will explore how artificial intelligence and next generation networks together can enable new forms of intelligent infrastructure in Indi
154,The Foundation of AI: Democratizing Compute & Data Infrastructure,https://www.youtube.com/watch?v=hGg1tBCKSjs,2026-02-20,59:35,629,📼 RECORDED,"This panel will examine how governments and partners can expand equitable access to the core enablers of AI ecosystems, particularly compute and digit"
155,Indo–German AI Collaboration: Driving Economic Development and Social Impact,https://www.youtube.com/watch?v=AyG9clwf9ps,2026-02-20,1:00:20,697,📼 RECORDED,This session will serve as a platform for advancing collaboration between India and Germany on AI for economic development and social good. It will ex
156,Safe and Responsible AI at Scale: Practical Pathways,https://www.youtube.com/watch?v=gE4eGyPcRSs,2026-02-20,54:15,569,📼 RECORDED,"AI is only as good as its data. This session explores building high-quality, diverse, and shared datasets to fuel innovation."
157,AI Meets Agriculture: Building Food Security and Climate Resilience,https://www.youtube.com/watch?v=cX3QxuJW_tE,2026-02-20,57:50,1042,📼 RECORDED,Food security and climate resilience are emerging as defining challenges for agriculture worldwide. This session will explore how artificial intellige
158,"Inclusive AI Starts with People, Not Just Algorithms",https://www.youtube.com/watch?v=Pj3ZJWczOXs,2026-02-20,57:35,859,📼 RECORDED,"This session will focus on the people and disciplines that shape inclusive artificial intelligence, including creators, educators, policymakers, youth"
159,The Innovation Beneath AI: The US-India Partnership powering the AI Era,https://www.youtube.com/watch?v=JeZ2RaA7qUg,2026-02-20,56:05,727,📼 RECORDED,"A strategic look at the collaboration in semiconductors, talent, and R&D that forms the backbone of the global AI economy"
160,How AI Is Transforming Diplomacy and Conflict Management,https://www.youtube.com/watch?v=gWCkzlfHEks,2026-02-20,54:40,699,📼 RECORDED,"AI research spans domains from scientific discovery to financial markets, yet attempts to develop, evaluate, and deploy AI in negotiations and diploma"
161,"Advancing Scientific AI with Safety, Ethics, and Responsibility",https://www.youtube.com/watch?v=l6a4tUtXs64,2026-02-20,48:50,507,📼 RECORDED,Scientific applications of artificial intelligence will test how responsibly AI can be scaled in high-impact domains. This session will explore how mi
162,Panel Discussion: Data Sovereignty | India AI Impact Summit,https://www.youtube.com/watch?v=C5TjUf_buLA,2026-02-20,26:00,223,📼 RECORDED,"Industry leaders and policy experts discuss the evolving concept of data sovereignty in the AI era, exploring regulation, cross-border data flows, dig"
163,Welfare for All | Ensuring Equitable AI in the World’s Democracies,https://www.youtube.com/watch?v=bgXxCE5q3Rk,2026-02-20,51:55,433,📼 RECORDED,A historic dialogue between the world’s largest and oldest democracies on using AI to deliver better welfare and citizen services
164,Keynote by Mathias Cormann | OECD Secretary-General | India AI Impact Summit,https://www.youtube.com/watch?v=BKWbRO4KkU4,2026-02-20,8:45,352,📼 RECORDED,"Mathias Cormann, Secretary-General of the OECD, delivers a keynote address at the India AI Impact Summit, sharing insights on AI governance, global ec"
165,Leaders’ Plenary | Global Vision for AI Impact and Governance l AI Impact Summit 2026,https://www.youtube.com/watch?v=cDmJWORt_OY,2026-02-19,5:06:48,14556,📼 RECORDED,"Leaders’ Plenary | Global Vision for AI Impact and Governance l AI Impact Summit 2026

The Leaders’ Plenary brings together world leaders for strategi"
166,AI Impact Summit 2026 l Keynote Speakers,https://www.youtube.com/watch?v=WgW7cC-kHgY,2026-02-19,6:50:50,37891,📼 RECORDED,"History is being written at Bharat Mandapam.

Prime Minister Narendra Modi inaugurates the India AI Impact Summit 2026, marking the first-ever global "
167,PM Modi takes part in Leaders’ Plenary Session during the India AI Impact Summit 2026,https://www.youtube.com/watch?v=M0TVXsIXw4I,2026-02-19,9:10,4800,📼 RECORDED,"Leaders’ Plenary | Global Vision for AI Impact and Governance l AI Impact Summit 2026
The *Leaders’ Plenary* brings together world leaders for strateg"
168,Inside the AI Impact Expo | PM Modi & Global Leaders Explore Future‑Defining AI Innovations,https://www.youtube.com/watch?v=aC2JHn_B3SY,2026-02-19,7:00,3980,📼 RECORDED,"Global leaders visit the *AI Impact Expo*, showcasing cutting‑edge AI innovations, breakthrough technologies, and real‑world solutions shaping tomorro"
169,AI Impact Summit Family Photo | United for Responsible AI l India AI,https://www.youtube.com/watch?v=idQRZDIn9lw,2026-02-19,1:10,3166,📼 RECORDED,"AI Impact Summit Family Photo | United for Responsible AI l India AI

A defining visual moment from the *AI Impact Summit* as global leaders gather fo"
170,"Prime Minister Narendra Modi inaugurates AI Impact Summit 2026, Bharat Mandapam",https://www.youtube.com/watch?v=DMkkJF-PsQI,2026-02-19,1:23:50,7885,📼 RECORDED,History is being written at Bharat Mandapam! Join us live as Prime Minister Narendra Modi inaugurates the India-AI Impact Summit 2026 - the first-ever
171,PM Modi & Global Leaders arrive at AI Impact Summit | Shaping the Future of AI Together,https://www.youtube.com/watch?v=gtSRUbmFOdA,2026-02-19,1:27:29,26052,📼 RECORDED,"PM Modi & Global Leaders arrive at AI Impact Summit | Shaping the Future of AI Together

World leaders arrive at the AI Impact Summit, setting the sta"
172,PM Modi warmly receives World Leaders for AI Impact Summit 2026 l IndiaAI,https://www.youtube.com/watch?v=XMCRrgMuLWk,2026-02-18,1:22:56,7373,📼 RECORDED,PM Modi warmly receives World Leaders for AI Impact Summit 2026 l IndiaAI
173,Language as Digital Infrastructure: Enabling Inclusive AI Across Communities,https://www.youtube.com/watch?v=yoARU2QXTrU,2026-02-19,1:05:35,2010,📼 RECORDED,"This session will examine language as core digital infrastructure for inclusive AI. The discussion will explore how multilingual datasets, language mo"
174,AI in Academia: Shaping the Future of Education and Research,https://www.youtube.com/watch?v=V2bZQ-pUR4c,2026-02-19,55:40,3498,📼 RECORDED,"A focused discussion on how universities can strengthen India’s AI ecosystem by developing skilled talent, advancing applied research, and enabling ef"
175,"Guarding the Consumer: AI for Safety, Resilience, and Protection",https://www.youtube.com/watch?v=TJJQ_yV1ctg,2026-02-19,51:00,1132,📼 RECORDED,"""AI is reshaping financial inclusion and increasing the scale, sophistication, risk, and diversity of fraud. This event convenes global and Indian exp"
176,Enterprise AI 2026: Driving Efficiency and Innovation at Scale,https://www.youtube.com/watch?v=9XLZYkeHfwU,2026-02-19,16:40,928,📼 RECORDED,A strategic guide for CEOs and CTOs on integrating Agentic AI and predictive analytics into the core enterprise architecture to stay competitive in a 
177,AI Quality Compliance Specialist,https://www.youtube.com/watch?v=drlt0zIE8ik,2026-02-19,1:31:38,1526,📼 RECORDED,AI Quality Compliance Specialist
178,"Shaping Secure, Ethical, and Accountable AI for a Shared Future",https://www.youtube.com/watch?v=NSbtlviJl3c,2026-02-19,54:50,1094,📼 RECORDED,
179,From Data to Innovation: Creating AI-Ready Infrastructure,https://www.youtube.com/watch?v=YhKP6cNXpy0,2026-02-19,40:49,1082,📼 RECORDED,"This session will examine how interoperable, trustworthy, and consent-based data infrastructure can enable AI innovation while safeguarding user right"
180,AI Standards and Global Prosperity: Navigating Agentic AI,https://www.youtube.com/watch?v=UDxc-3qyQFQ,2026-02-19,52:39,918,📼 RECORDED,Agentic AI is rapidly transforming industries and societies worldwide. Developing and adopting robust standards to manage these systems is essential f
181,"Day 3: Plenary Hall B | Sridhar Vembu, Jay Chaudhry, CP Gurnani & Global Leaders",https://www.youtube.com/watch?v=WjJDrD21PzM,2026-02-18,4:14:55,18558,📼 RECORDED,"Welcome to the Day 3 live stream from Plenary Hall B at the India AI Impact Summit 2026, held at Bharat Mandapam, New Delhi.

This session brings toge"
182,Institutional Intelligence: Preparing Global Organizations for an AI-First World,https://www.youtube.com/watch?v=NMGGu2KGk7I,2026-02-19,1:44:59,1010,📼 RECORDED,"A high-level dialogue on how universities, governments, and NGOs must restructure their internal operations to leverage AI for maximum public good."
183,Aadhaar & Al: The Identity Paradox,https://www.youtube.com/watch?v=43EHiSmOUP0,2026-02-18,1:30:36,4654,📼 RECORDED,Aadhaar & Al: The Identity Paradox
184,Masterclass 'Enterprise AI in Action',https://www.youtube.com/watch?v=s2EPNi9WFqg,2026-02-19,2:34:38,858,📼 RECORDED,Masterclass 'Enterprise AI in Action'
185,Powering the AI Boom: Accelerating Global Data Center Infrastructure,https://www.youtube.com/watch?v=YF2OJdU-pRU,2026-02-19,2:56:30,751,📼 RECORDED,"Exploring the hardware and energy innovations required to keep up with AI's exponential growth. From liquid cooling to modular designs, this is the fu"
186,India’s Creator Revolution: How AI is Democratizing Content for Millions,https://www.youtube.com/watch?v=fGr82MtkEmk,2026-02-18,1:06:58,1097,📼 RECORDED,India is the world’s largest creator economy. Discover how AI is empowering a new generation of regional creators to produce world-class content in lo
187,AI Beyond English: Governance and Deployment in the Global South,https://www.youtube.com/watch?v=KmvuQ1ece0U,2026-02-18,47:05,761,📼 RECORDED,"Global initiatives are bridging the linguistic divide in AI by developing multilingual resources. Key efforts include India's AI for Bharat, which bui"
188,"AI Research Symposium: The Next Frontiers | Keynotes by Demis Hassabis, Yoshua Bengio & Yann LeCun",https://www.youtube.com/watch?v=XvnJq0nttCs,2026-02-18,7:46:54,20629,📼 RECORDED,"Welcome to the Research Symposium on Enabling AI at Nation Scale, hosted by the Ministry of Electronics and Information Technology (MeitY).

This land"
189,Responsible Quantum & AI: Exploring the Security Frontiers,https://www.youtube.com/watch?v=JV3io_F-hpw,2026-02-18,55:24,621,📼 RECORDED,Responsible Quantum & AI: Exploring the Security Frontiers
190,The Open Revolution: Why Open Source is Key to AI for All,https://www.youtube.com/watch?v=pNqHMCmAOD8,2026-02-18,49:16,1085,📼 RECORDED,Exploring how RISC-V hardware and open-source models are democratizing AI access and preventing vendor lock-in
191,Trusted AI for Everyone: USISPF Panel on Global AI Impact,https://www.youtube.com/watch?v=yz1xah0Twy4,2026-02-18,57:45,1145,📼 RECORDED,"Cross-border collaboration will shape how artificial intelligence drives innovation, infrastructure, and long-term impact. This session will explore s"
192,How AI Can Power India’s Demographic Dividend,https://www.youtube.com/watch?v=AQ6Ue8yTaws,2026-02-18,47:40,691,📼 RECORDED,"This session examines how India can unlock its demographic dividend by aligning education, skilling, and workforce systems with the demands of an AI-d"
193,Safe & Trusted AI: Global Governance and Actionable Frameworks | India AI Impact Summit 2026,https://www.youtube.com/watch?v=uu2WmsXjWIo,2026-02-18,1:23:20,791,📼 RECORDED,"As Artificial Intelligence becomes pervasive across health, education, and governance, the shift from ""theoretical ethics"" to ""operational safety"" is "
194,The New Narrative: Elevating Your Storytelling with Generative AI,https://www.youtube.com/watch?v=L20KikLPG-Y,2026-02-18,1:22:45,675,📼 RECORDED,"For writers, directors, and artists—this session explores how AI tools are acting as a ""co-pilot"" for creativity, enabling complex world-building and "
195,The Rise of AI Agents | Ensuring Safety & Inclusion in the Global South,https://www.youtube.com/watch?v=WczkaZ-XlN4,2026-02-18,1:02:10,667,📼 RECORDED,"As AI moves from chatbots to agents that act, how do we build accountability and safety into the core of autonomous systems?"
196,Nations & Networks: Balancing Sovereign AI with Global Collaboration,https://www.youtube.com/watch?v=mFFIkdl6p8Q,2026-02-18,59:10,358,📼 RECORDED,How do nations protect their data while staying part of the global innovation network? A high-level diplomatic dialogue
197,"France–India AI Collaboration: Ethics, Inclusion & Innovation in Action",https://www.youtube.com/watch?v=5oGiAv1Flv0,2026-02-18,29:15,761,📼 RECORDED,"Launched at the AI Action Summit in Paris in 2025, the France–India AI Initiative has, over the past year, brought together Young Leaders and experts "
198,"AI, Sovereignty, and Cooperation: Shaping the Future Across the Global Sout",https://www.youtube.com/watch?v=GStnBiu2-tY,2026-02-18,50:10,605,📼 RECORDED,"This session examines how nations, particularly across the Global South, harness AI for transformation while balancing sovereignty with cooperation. P"
199,AI for Health: Driving Care Innovation for Billions,https://www.youtube.com/watch?v=NedGc0YfKb0,2026-02-18,49:25,723,📼 RECORDED,This session will examine how people-centred digital health infrastructure can enable trustworthy AI at population scale. It will explore secure and p
200,The Future of Finance: From AI Adoption to Autonomous Banking,https://www.youtube.com/watch?v=yuQMOg1Em-I,2026-02-18,1:15:40,755,📼 RECORDED,"Move beyond chatbots. Explore the transition to autonomous banking systems that manage risk, detect fraud, and drive financial inclusion for 1.4 billi"
201,CATCH Grant Awards 2026: Recognizing Innovation in AI Cancer Care,https://www.youtube.com/watch?v=KH4MfOCNc9c,2026-02-18,1:03:34,853,📼 RECORDED,"Honoring the visionaries using AI to detect, treat, and defeat cancer. Where deep tech meets human hope"
202,"Empowering Courts with AI: Tools, Insights & Impact",https://www.youtube.com/watch?v=Yu8ZECRLcsM,2026-02-18,54:50,789,📼 RECORDED,Responsible use of artificial intelligence in justice systems will be critical to protecting rights and strengthening the rule of law. This session wi
203,Predicting the Unpredictable: AI for Weather & Climate Resilience,https://www.youtube.com/watch?v=0EHQsg02IIs,2026-02-18,1:06:10,390,📼 RECORDED,"Experts discuss how advanced AI models are transforming disaster management, crop planning, and climate change mitigation."
204,Decentralizing Power: Building Regional AI Compute Infrastructure,https://www.youtube.com/watch?v=21bHn7NvNy0,2026-02-18,50:40,1004,📼 RECORDED,This session examines infrastructure for achieving gigawatt-scale compute capacity across emerging economies. As nations transition from data generati
205,AI for All: Driving Impact Across Society and Business,https://www.youtube.com/watch?v=dQbh5TO3XsA,2026-02-18,52:55,1054,📼 RECORDED,"This session explores how responsible, inclusive, and people-centric adoption of AI by everyone can do global good. Anchored on the pillars of People,"
206,The Farming Revolution: Andhra Pradesh’s AI-Powered Agri-Transformation,https://www.youtube.com/watch?v=UdkSC2cRVI0,2026-02-18,57:25,1416,📼 RECORDED,"A deep dive into how AI is boosting crop yields and farmer incomes through the visionary ""Andhra Model"" of allied sector growth"
207,"Powering the Public Good: Aligning Industry, Philanthropy, and Government from India to Africa",https://www.youtube.com/watch?v=cIINh1uhof4,2026-02-18,52:35,395,📼 RECORDED,This session will examine how global development cooperation can help AI address real-world challenges in communities that remain underrepresented in 
208,FHIBE: Advancing Ethical AI Through Fair and Human-Centric Data,https://www.youtube.com/watch?v=FyJq-bWCkoI,2026-02-18,49:15,428,📼 RECORDED,A new approach to fairness in human centric AI that starts at the dataset level rather than the model stage. The session will introduce a consent base
209,Beyond Ethics: Operationalizing Responsible AI for Global Impact,https://www.youtube.com/watch?v=ME-HEq7gNIk,2026-02-18,55:20,317,📼 RECORDED,"Moving from ""What"" to ""How."" Learn how to turn ethical AI principles into verifiable, real-world engineering practices"
210,AI Impact Forum | Breaking the Monopoly on AI Resources,https://www.youtube.com/watch?v=7hP6dCd44_w,2026-02-18,56:50,1266,📼 RECORDED,"A high-level forum on making data, compute, and talent available to every nation and innovator, regardless of geography"
211,Building Resilient Energy Systems with AI: Innovation Meets Efficiency,https://www.youtube.com/watch?v=XDhGl63Sirw,2026-02-18,1:01:25,732,📼 RECORDED,"This session will explore how artificial intelligence can strengthen power grid reliability, efficiency, and consumer services. The discussion will fo"
212,AI for Good: From Evidence to Scaled Development Solutions,https://www.youtube.com/watch?v=It31EuEPvV4,2026-02-18,1:03:00,1081,📼 RECORDED,"Artificial intelligence will increasingly shape agriculture, food security, climate action, and humanitarian response in the Global South. This sessio"
213,How Bharat Is Democratising Artificial Intelligence,https://www.youtube.com/watch?v=DdpsXxtx0BE,2026-02-18,52:40,1026,📼 RECORDED,"As AI adoption expands across India, states and regional innovators are playing a decisive role in shaping its direction. This session will focus on s"
214,AI Horizons: Building Safe and Trusted Intelligence Systems,https://www.youtube.com/watch?v=3R71D42pmKY,2026-02-18,1:50:25,713,📼 RECORDED,"This session will explore how safe, accountable, and trustworthy AI systems can be operationalised at scale in India. It will examine governance frame"
215,AI for 1.4 Billion | Scaling Healthcare Solutions at Population Level,https://www.youtube.com/watch?v=ACqQlroiXJI,2026-02-18,50:30,526,📼 RECORDED,"From early diagnostics to personalized medicine, learn how India and the world are deploying AI to make healthcare a fundamental right for all."
216,The New Digital Commons: Building India’s Open AI Public Goods,https://www.youtube.com/watch?v=W0_MXX_4ylk,2026-02-18,53:00,370,📼 RECORDED,"Following the success of UPI, witness the birth of Open AI platforms designed to serve as infrastructure for the world’s largest democracy"
217,Empowering People: Creating a Purpose-Driven AI and Data Workforce,https://www.youtube.com/watch?v=WsLYcMi5i2Q,2026-02-18,50:30,628,📼 RECORDED,This panel session will reflect upon perspectives from members of a global ecosystem of over 100 partners and other leaders who are advancing interdis
218,Smart Grids & Green Power: The Future of AI in Global Energy Systems,https://www.youtube.com/watch?v=yI4bEMTbJyM,2026-02-18,43:00,372,📼 RECORDED,"Discover how AI is optimizing power grids, predicting energy demand, and accelerating the transition to renewable energy for a sustainable future."
219,Heavy Industry 4.0: Transforming the Global Steel Sector with AI,https://www.youtube.com/watch?v=l-wk-fFmIhs,2026-02-18,1:45:40,585,📼 RECORDED,"Join the Secretary, Ministry of Steel, for a strategic session on how AI is optimizing blast furnaces, supply chains, and green steel production. A bl"
220,The Power of Open Data: Unlocking Global Insights with Data Commons,https://www.youtube.com/watch?v=cl9LSnHwM30,2026-02-18,45:20,840,📼 RECORDED,"Learn how Data Commons is synthesizing the world’s public data into a single, searchable AI-ready knowledge graph to solve the planet's biggest challe"
221,NeevCloud AI SuperCloud: India’s Answer to Global AI Compute Needs,https://www.youtube.com/watch?v=my_qIb61FPw,2026-02-18,57:15,471,📼 RECORDED,"Witness the launch and roadmap of NeevCloud, India's first AI SuperCloud. Learn how it’s making high-performance GPUs accessible for local research, i"
222,"Measuring Advanced AI: Science, Safety & Governance",https://www.youtube.com/watch?v=Qkh3YRjbi6w,2026-02-18,1:00:55,474,📼 RECORDED,"This session will focus on advancing AI measurement science as a foundation for safe, innovative, and trustworthy AI. It will examine how robust evalu"
223,Building Inclusive Economies with Open-Source AI,https://www.youtube.com/watch?v=GvTUwS8Upr4,2026-02-18,54:35,435,📼 RECORDED,"This session will examine how open source AI can support inclusive innovation, strengthen international cooperation, and reduce reliance on proprietar"
224,The Ethics of Intelligence: Navigating Global AI Policy and Trust,https://www.youtube.com/watch?v=T5L1r-nCcD4,2026-02-18,32:29,908,📼 RECORDED,"As AI becomes more powerful, trust becomes more fragile. Join leading policymakers and ethicists to discuss the guardrails needed for safe, unbiased, "
225,Fintech for All | How AI is Revolutionizing Financial Inclusion,https://www.youtube.com/watch?v=m5FIiYkVQOA,2026-02-18,55:55,472,📼 RECORDED,This session explores how AI infrastructure drives equitable growth across fintech ecosystems in India and the Global South. Panelists examine how sca
226,Scaling Intelligence: NVIDIA NeMo and the Future of National AI | AI Impact Summit 2026,https://www.youtube.com/watch?v=HXw4K-YkT3k,2026-02-18,49:35,950,📼 RECORDED,"Discover how NVIDIA NeMo Framework accelerates sovereign AI model development with unmatched efficiency at scale. Part of NVIDIA's open AI strategy, N"
227,How AI Will Reshape Global Development Beyond the SDGs,https://www.youtube.com/watch?v=g18Vaml9VB0,2026-02-18,38:15,595,📼 RECORDED,"India’s AI Revolution: From Infrastructure to Industry Transformation | AI Impact Summit 2026

India is treating AI capability as strategic infrastruc"
228,Israel’s AI Model: Building a Better Future Through Innovation,https://www.youtube.com/watch?v=SH9klCyp480,2026-02-18,53:45,454,📼 RECORDED,"This session will highlight practical AI applications across priority development sectors including education, health, and agriculture. It will enable"
229,Inclusive AI in India: Making Technology Accessible to Everyone,https://www.youtube.com/watch?v=prOkumgI8co,2026-02-18,52:45,531,📼 RECORDED,"The discussion will focus on turning AI inclusion into practical action for India. It will examine how cost, access, language diversity, connectivity,"
230,Trusted AI for Nations | Building Ethical Public Sector Frameworks,https://www.youtube.com/watch?v=HVy4oOlNOpc,2026-02-18,48:45,309,📼 RECORDED,"How do governments scale AI without compromising trust? Join global policy experts as we explore practical roadmaps for integrating secure, transparen"
